Event Name,Timestamp,Trial Duration,Block Num,Trial Num,Die World Position X,Die World Position Y,Die World Position Z,Die World Position Magnitude,Die World Rotation X,Die World Rotation Y,Die World Rotation Z,Die World Rotation W,Die World Rotation Angle,Die World Rotation Axis X,Die World Rotation Axis Y,Die World Rotation Axis Z,Die Local Position X,Die Local Position Y,Die Local Position Z,Die Local Position Magnitude,Die Local Rotation X,Die Local Rotation Y,Die Local Rotation Z,Die Local Rotation W,Die Local Rotation Angle,Die Local Rotation Axis X,Die Local Rotation Axis Y,Die Local Rotation Axis Z,Die Local_left Position X,Die Local_left Position Y,Die Local_left Position Z,Die Local_left Position Magnitude,Die Local_left Rotation X,Die Local_left Rotation Y,Die Local_left Rotation Z,Die Local_left Rotation W,Die Local_left Rotation Angle,Die Local_left Rotation Axis X,Die Local_left Rotation Axis Y,Die Local_left Rotation Axis Z,Target Offset Position X,Target Offset Position Y,Target Offset Position Z,Target Offset Position Magnitude,Target Offset Rotation X,Target Offset Rotation Y,Target Offset Rotation Z,Target Offset Rotation W,Target Offset Rotation Angle,Target Offset Rotation Axis X,Target Offset Rotation Axis Y,Target Offset Rotation Axis Z
Release,1772953800935,0.4724706,1,2,0.08345117,1.082412,0.3173881,1.131069,0.7631207,-0.612652,0.1279022,0.1610758,161.4613,0.7732173,-0.6207578,0.1295945,0.1064334,-0.05777024,0.03730824,0.1267177,0.5146824,0.1056776,-0.8497126,0.04384846,174.9737,0.515178,0.1057793,-0.8505307,-0.07319435,-0.1586022,-0.5630749,0.5895468,0.3904286,0.4946405,0.7507685,0.1980987,157.1484,0.3983226,0.5046414,0.765948,-0.1834512,0.01758754,-0.01738811,0.1851108,-0.6449722,0.03525519,0.06742523,-0.760409,279.0005,-0.9931137,0.05428514,0.1038199
Grab,1772953801463,1.000512,1,2,0.07014273,1.082904,0.3205285,1.131521,0.6805801,-0.6826885,0.2653382,0.01851338,177.8784,0.6806968,-0.6828055,0.2653837,0.1308091,-0.07307622,0.005840419,0.1499508,0.1803028,-0.3691665,-0.9048821,0.1113354,167.2154,0.1814307,-0.371476,-0.9105429,-0.06718399,-0.1706678,-0.568271,0.5971375,0.4547981,0.5340295,0.7114459,0.04261228,175.1155,0.4552115,0.534515,0.7120927,-0.1701427,0.01709557,-0.0205285,0.1722273,-0.6253354,-0.08873304,-0.1200352,-0.7659463,279.9825,-0.9726722,-0.138019,-0.1867076
Release,1772953801852,1.389781,1,2,0.03853218,1.085198,0.3250891,1.1335,0.3243395,-0.6551161,0.1778113,-0.6587944,262.416,0.4311173,-0.870791,0.2363496,0.1000065,-0.07692012,0.0248074,0.1285823,0.003789451,-0.4136437,-0.9073888,0.07436574,171.4704,0.003799973,-0.4147922,-0.9099083,-0.07303791,-0.1821976,-0.5479434,0.5820416,0.8461282,0.4740462,0.05811145,-0.236581,207.3697,0.8708499,0.4878966,0.05980932,-0.1385322,0.01480174,-0.02508911,0.1415617,0.004123295,-0.3531119,-0.4755337,-0.8057064,287.3571,0.006961317,-0.5961553,-0.8028387
Grab,1772953803532,3.069902,1,2,0.007223901,1.062292,0.3121887,1.107239,0.1088272,-0.8015682,0.2377212,-0.5377116,245.056,0.1290754,-0.9507065,0.2819512,0.1302031,-0.08148752,0.01587951,0.1544189,0.05351306,-0.6730998,-0.4052393,0.6163231,103.9038,0.06795368,-0.8547372,-0.5145939,-0.03218623,-0.1896139,-0.4988243,0.5346167,0.8138847,0.3190516,0.1906136,-0.4466142,233.0533,0.9096462,0.3565911,0.2130412,-0.1072239,0.03770781,-0.0121887,0.1143128,-0.06824899,-0.2012559,-0.6883135,-0.693587,267.8294,-0.09474118,-0.2793773,-0.955496
Release,1772953803850,3.390399,1,2,-0.03018116,1.097558,0.3067112,1.140007,0.3219441,-0.724385,-0.337042,-0.5079578,241.0558,0.3737531,-0.8409568,-0.3912806,0.09798612,-0.07770787,0.0308749,0.128814,-0.4073012,-0.3973972,-0.6278993,0.5309651,115.8586,-0.4806516,-0.468964,-0.740977,-0.007265507,-0.240549,-0.4886441,0.5446922,0.9706746,0.09793337,0.1664407,0.1431692,163.5374,0.9807784,0.09895276,0.1681732,-0.06981884,0.002442002,-0.006711155,0.07018314,0.2009691,0.09406122,-0.2816643,-0.9335038,317.9755,0.5604771,0.2623248,-0.7855259
Grab,1772953803879,3.418839,1,2,-0.03050034,1.097004,0.3066664,1.13947,0.3288314,-0.7231767,-0.3403272,-0.5030535,240.4044,0.3804795,-0.8367629,-0.3937809,0.1000028,-0.07131545,0.03161814,0.1268312,-0.3777445,-0.4125759,-0.6191626,0.5511153,113.1129,-0.4526981,-0.4944409,-0.7420194,-0.007963747,-0.2399941,-0.4889108,0.5446965,0.9689007,0.09767571,0.179672,0.1393167,163.9834,0.9784424,0.09863762,0.1814414,-0.06949966,0.002995729,-0.006666422,0.06988288,0.1975324,0.09672429,-0.2740834,-0.9362178,318.8516,0.5620974,0.2752382,-0.7799305
Release,1772953803934,3.47233,1,2,-0.03305979,1.094864,0.3064937,1.137435,0.3442867,-0.732014,-0.3484274,-0.4735194,236.526,0.390887,-0.8310943,-0.395588,0.09969663,-0.06872787,0.03508074,0.1260698,-0.3653833,-0.4098539,-0.6285073,0.5509025,113.1421,-0.4378105,-0.4910961,-0.7530915,-0.008657723,-0.2395185,-0.4867651,0.542572,0.9620117,0.08779221,0.1970219,0.1673574,160.7316,0.9757738,0.08904812,0.1998404,-0.06694022,0.005136251,-0.006493688,0.06745029,0.1751786,0.1188036,-0.2589429,-0.9424155,320.9225,0.5237892,0.3552264,-0.7742471
Grab,1772953804546,4.083953,1,2,-0.03450301,1.092349,0.3055331,1.134799,0.3874988,-0.7262327,-0.3332416,-0.4597618,234.7435,0.4363517,-0.8177907,-0.3752542,0.1204572,-0.06942053,0.01704267,0.1400699,-0.5609379,-0.1392135,-0.8131295,0.06919985,172.0639,-0.5622858,-0.139548,-0.8150834,-0.0108611,-0.2330015,-0.4903366,0.5429896,0.9482603,0.1175026,0.2354625,0.1776318,159.5363,0.9635842,0.1194014,0.2392676,-0.06549699,0.007650852,-0.00553304,0.06617405,0.1422943,0.1030485,-0.2310217,-0.9569548,326.2557,0.4902691,0.3550492,-0.7959758
On Target,1772953805532,5.084257,1,2,-0.1008351,1.094042,0.287542,1.135683,0.6767735,-0.6103588,-0.2101893,-0.3539212,221.4547,0.723609,-0.652598,-0.2247352,0.1084562,-0.07679663,0.01464829,0.1336976,-0.511615,-0.05830089,-0.8572229,-0.004503839,180.5161,-0.5116201,-0.05830148,-0.8572314,0.01318654,-0.2642227,-0.4438275,0.5166917,0.8007487,0.3670388,0.3372425,0.3321922,141.1962,0.8489597,0.3891372,0.357547,0.0008351356,0.0059582,0.01245806,0.01383477,-0.07781929,-0.03728995,0.0008408393,-0.9962695,350.0989,-0.9017678,-0.4321149,0.009743623
Off Target,1772953805796,5.347564,1,2,-0.09337579,1.101329,0.291201,1.142997,0.6401086,-0.6532189,-0.2261554,-0.3352906,219.1804,0.679438,-0.6933538,-0.2400508,0.108693,-0.07741611,0.01561111,0.1343545,-0.4947353,-0.03864917,-0.8681444,0.008287369,179.0503,-0.4947523,-0.03865049,-0.8681742,0.01212042,-0.2598621,-0.4589441,0.5275461,0.8209591,0.3156155,0.3689172,0.3005219,145.0221,0.860747,0.3309119,0.3867968,-0.006624207,-0.001329064,0.008799046,0.01109368,-0.07809366,0.01091844,-0.03735864,-0.996186,349.9886,-0.8950058,0.1251327,-0.4281552
On Target,1772953805810,5.361195,1,2,-0.09352703,1.101345,0.2914489,1.143088,0.6384541,-0.6545079,-0.2305038,-0.3329621,218.8973,0.6770886,-0.6941139,-0.2444522,0.1087391,-0.07745496,0.0157307,0.1344281,-0.4945511,-0.0383616,-0.8682559,0.008905306,178.9795,-0.4945707,-0.03836313,-0.8682904,0.01204619,-0.2597699,-0.4591179,0.5276502,0.8213702,0.3130075,0.3700883,0.300686,145.0024,0.8612249,0.3281953,0.3880458,-0.006472968,-0.001344919,0.008551121,0.01080878,-0.07667727,0.01606376,-0.03686294,-0.9962448,350.0661,-0.8856114,0.1855341,-0.4257616
Off Target,1772953805825,5.375089,1,2,-0.0938317,1.10139,0.2920571,1.143312,0.6399515,-0.6564952,-0.2304876,-0.3261159,218.0664,0.6769611,-0.6944616,-0.2438171,0.1085874,-0.07750986,0.01589209,0.1343561,-0.4952206,-0.03585085,-0.8679729,0.009725769,178.8855,-0.495244,-0.03585254,-0.8680139,0.01190312,-0.2596337,-0.4591258,0.5275869,0.8220404,0.3080272,0.3714952,0.3022584,144.8134,0.8623773,0.3231418,0.3897241,-0.006168306,-0.00138998,0.007942945,0.01015236,-0.08219056,0.02053716,-0.03530151,-0.9957795,349.4682,-0.8955393,0.2237706,-0.3846414
On Target,1772953806226,5.778706,1,2,-0.09868354,1.100642,0.2937159,1.143425,0.6491296,-0.6471635,-0.2423114,-0.3179554,217.0786,0.6846595,-0.6825858,-0.2555743,0.1090519,-0.07738531,0.01579234,0.1346484,-0.4861278,-0.04234377,-0.8728411,-0.005952185,180.6821,-0.4861364,-0.04234452,-0.8728565,0.01035527,-0.2622327,-0.4551007,0.5253474,0.8126564,0.3043735,0.3804381,0.3197083,142.7094,0.8576702,0.321233,0.4015109,-0.001316458,-0.0006417036,0.006284148,0.006452546,-0.08112282,0.02686819,-0.01696255,-0.9961976,350.0037,-0.9311262,0.3083926,-0.1946959
Off Target,1772953806491,6.041842,1,2,-0.1006428,1.100403,0.2919528,1.142914,0.6583452,-0.6395251,-0.2457952,-0.3117276,216.3268,0.6928699,-0.6730627,-0.2586851,0.1089122,-0.07735849,0.0150646,0.1344364,-0.4851397,-0.03439825,-0.8736229,-0.01547721,181.7736,-0.4851977,-0.03440236,-0.8737274,0.01339862,-0.2642304,-0.4517093,0.5234869,0.8055084,0.3094676,0.3791868,0.3340711,140.9679,0.8546075,0.3283309,0.4022998,0.0006427541,-0.0004034042,0.008047163,0.008082865,-0.08436281,0.02734248,-0.003418114,-0.9960541,349.8168,-0.9505877,0.308091,-0.03851481
On Target,1772953806741,6.292002,1,2,-0.09971426,1.101108,0.2897166,1.142943,0.6552648,-0.6411731,-0.2455848,-0.3149813,216.7194,0.6904081,-0.6755606,-0.258756,0.1090023,-0.07744201,0.01467417,0.1345143,-0.4841167,-0.02894065,-0.8744671,-0.01005073,181.1517,-0.4841411,-0.02894211,-0.8745113,0.01287074,-0.2666408,-0.4525317,0.5254026,0.8072358,0.3080268,0.3773791,0.3332788,141.0642,0.8561855,0.3267051,0.4002629,-0.0002857447,-0.00110817,0.01028341,0.01034689,-0.08169888,0.02673698,-0.007332881,-0.9962714,350.1014,-0.9469669,0.3099068,-0.08499499
Off Target,1772953806949,6.49999,1,2,-0.0987685,1.101299,0.2888332,1.142821,0.6539426,-0.6431515,-0.2449516,-0.3141879,216.6236,0.6888241,-0.6774574,-0.2580174,0.1088853,-0.07756387,0.01476516,0.1344997,-0.48508,-0.02789978,-0.8739743,-0.009386216,181.0756,-0.4851013,-0.02790101,-0.8740128,0.01190286,-0.2671306,-0.4524843,0.5255877,0.8093143,0.3086525,0.3739091,0.3315664,141.2722,0.8578405,0.3271592,0.3963287,-0.001231506,-0.001298785,0.01116684,0.01130937,-0.08264033,0.02794299,-0.009415007,-0.9961432,349.9325,-0.9418489,0.3184652,-0.1073025
On Target,1772953807172,6.72297,1,2,-0.09620306,1.102492,0.2854803,1.14291,0.6490336,-0.6466137,-0.2479548,-0.314904,216.7101,0.6838242,-0.6812746,-0.2612461,0.1085385,-0.07786293,0.01464644,0.1343791,-0.4852251,-0.02236848,-0.8740674,-0.007912778,180.9068,-0.4852403,-0.02236918,-0.8740948,0.01525295,-0.2658225,-0.4554916,0.5276048,0.8111743,0.3042469,0.3758865,0.3288457,141.6025,0.8589457,0.3221645,0.398023,-0.003796943,-0.002492309,0.01451972,0.0152135,-0.07946198,0.03213494,-0.01365009,-0.9962264,350.0417,-0.9155352,0.3702483,-0.1572719
Off Target,1772953807213,6.76409,1,2,-0.09608705,1.102445,0.2854603,1.14285,0.6480392,-0.6472744,-0.2508903,-0.3132654,216.5123,0.6823867,-0.6815814,-0.264188,0.108329,-0.07791449,0.01470266,0.1342461,-0.487788,-0.02087142,-0.8726823,-0.007280514,180.8343,-0.4878009,-0.02087198,-0.8727054,0.0152329,-0.2657731,-0.4559389,0.5279656,0.8125486,0.302046,0.3740354,0.3295916,141.512,0.8606378,0.319922,0.3961721,-0.003912956,-0.002444863,0.01453975,0.01525427,-0.07853623,0.03553409,-0.01308876,-0.9961918,349.9962,-0.9007588,0.4075526,-0.1501195
On Target,1772953807227,6.778516,1,2,-0.09607792,1.102435,0.2854632,1.142839,0.6476843,-0.6474569,-0.2513229,-0.3132754,216.5135,0.6820153,-0.6817759,-0.2646445,0.1082203,-0.07794304,0.0146159,0.1341655,-0.4871746,-0.01809925,-0.8730896,-0.006929599,180.7941,-0.4871864,-0.01809969,-0.8731106,0.01517598,-0.2657491,-0.4560513,0.5280489,0.812117,0.3001354,0.375814,0.3303764,141.4168,0.8604308,0.3179908,0.3981716,-0.003922082,-0.002434492,0.01453683,0.01525217,-0.07818357,0.03597413,-0.01325743,-0.9962016,350.0091,-0.8978657,0.4131295,-0.1522492
Off Target,1772953807242,6.791892,1,2,-0.09600244,1.102439,0.285458,1.142837,0.6480445,-0.6477389,-0.250436,-0.3126571,216.4389,0.6822484,-0.6819265,-0.263654,0.1082083,-0.07797012,0.0146132,0.1341712,-0.4874607,-0.01776087,-0.8729396,-0.006572171,180.7531,-0.4874713,-0.01776126,-0.8729585,0.01511096,-0.2657732,-0.4559932,0.528009,0.8123425,0.2995956,0.3757491,0.3303859,141.4156,0.8606728,0.31742,0.3981043,-0.003997564,-0.00243938,0.01454201,0.01527748,-0.07933258,0.03578866,-0.01338443,-0.9961157,349.8967,-0.9009512,0.4064388,-0.1520021
On Target,1772953807866,7.417142,1,2,-0.09565242,1.099264,0.2858623,1.139845,0.6438757,-0.6482502,-0.2626696,-0.3101621,216.138,0.6772764,-0.6818779,-0.2762955,0.1092401,-0.07739874,0.01477732,0.1346935,-0.4793146,-0.004555625,-0.8776314,0.0002755223,179.9684,-0.4793146,-0.004555625,-0.8776314,0.01519178,-0.2635221,-0.4525617,0.5239149,0.8126522,0.2870136,0.3790138,0.3369989,140.6117,0.8631417,0.3048455,0.4025616,-0.004347585,0.0007361174,0.01413774,0.01480943,-0.07206673,0.04647942,-0.01085027,-0.9962572,350.0825,-0.8337339,0.5377164,-0.1255258
Trial End,1772953808852,8.40302,1,2,-0.09589703,1.098058,0.2887007,1.139419,0.6377816,-0.6420056,-0.2735012,-0.3259765,218.0495,0.6746314,-0.6790994,-0.2893035,0.10899,-0.07722669,0.01537796,0.1344591,-0.4876364,-0.00789595,-0.8730105,-0.001144215,180.1311,-0.4876367,-0.007895956,-0.8730111,0.01311955,-0.2627557,-0.4518668,0.5228731,0.8211734,0.2826488,0.360613,0.3402091,140.2208,0.8732638,0.3005784,0.3834881,-0.004102968,0.001942515,0.01129931,0.01217712,-0.05132096,0.04314616,-0.01086599,-0.9976906,352.2107,-0.7555817,0.6352267,-0.1599764
Trial Load,1772953811896,0,2,1,0.1,1.1,0.3,1.144552,0,0,0,1,0,1,0,0,0.1171498,0.1188113,0.0126717,0.1673343,0.7179859,0.6919738,-0.03385211,-0.06725065,187.7122,0.719615,0.6935439,-0.03392892,-0.02603364,-0.1497384,-0.6073725,0.6260996,-0.6390314,-0.3280368,0.6828797,0.1330649,164.7065,-0.644765,-0.33098,0.6890067,-0.2,0,0,0.2,-0.204491,-0.8600178,0.2685263,0.3826834,135,-0.2213394,-0.9308766,0.2906508
On Target,1772953817686,5.784919,2,1,-0.09833338,1.098951,0.3001141,1.143429,-0.1810667,-0.8218046,0.3100542,0.4424009,127.4857,-0.2018992,-0.9163567,0.3457272,0.1171498,0.1188113,0.0126717,0.1673343,0.7179859,0.6919738,-0.03385211,-0.06725065,187.7122,0.719615,0.6935439,-0.03392892,-0.02603364,-0.1497384,-0.6073725,0.6260996,-0.6390314,-0.3280368,0.6828797,0.1330649,164.7065,-0.644765,-0.33098,0.6890067,-0.00166662,0.001049399,-0.0001141131,0.001972786,0.02480018,-0.08076376,-0.01218729,0.9963503,9.793461,0.2905354,-0.946152,-0.1427747
Off Target,1772953817992,6.08996,2,1,-0.100836,1.100876,0.3034589,1.146378,-0.2796808,-0.8218665,0.2854011,0.4060299,132.0886,-0.3060434,-0.8993354,0.312303,0.1171498,0.1188113,0.0126717,0.1673343,0.7179859,0.6919738,-0.03385211,-0.06725065,187.7122,0.719615,0.6935439,-0.03392892,-0.02603364,-0.1497384,-0.6073725,0.6260996,-0.6390314,-0.3280368,0.6828797,0.1330649,164.7065,-0.644765,-0.33098,0.6890067,0.0008360371,-0.0008755922,-0.003458858,0.003664603,0.04875699,-0.01793854,0.07227762,0.9960306,10.21344,0.547762,-0.2015311,0.8120053
On Target,1772953822172,10.2709,2,1,-0.09793279,1.096072,0.2900243,1.138016,-0.1592086,-0.8795387,0.2026499,0.3999967,132.8441,-0.1737106,-0.959654,0.2211088,0.1171498,0.1188113,0.0126717,0.1673343,0.7179859,0.6919738,-0.03385211,-0.06725065,187.7122,0.719615,0.6935439,-0.03392892,-0.02603364,-0.1497384,-0.6073725,0.6260996,-0.6390314,-0.3280368,0.6828797,0.1330649,164.7065,-0.644765,-0.33098,0.6890067,-0.002067216,0.003927708,0.009975702,0.01091856,-0.08276605,-0.006107762,-0.01307655,0.9964646,9.638771,-0.9851354,-0.07269856,-0.1556456
Off Target,1772953826533,14.6318,2,1,-0.09334133,1.098331,0.2992925,1.142199,-0.1818424,-0.8796185,0.3113907,0.3102266,143.8542,-0.1912796,-0.9252688,0.3275512,0.1171498,0.1188113,0.0126717,0.1673343,0.7179859,0.6919738,-0.03385211,-0.06725065,187.7122,0.719615,0.6935439,-0.03392892,-0.02603364,-0.1497384,-0.6073725,0.6260996,-0.6390314,-0.3280368,0.6828797,0.1330649,164.7065,-0.644765,-0.33098,0.6890067,-0.006658673,0.001669049,0.0007075071,0.00690103,0.03775036,0.05496789,-0.05934638,0.9960079,10.24287,0.4228925,0.615769,-0.6648184
On Target,1772953826604,14.70148,2,1,-0.09298164,1.098334,0.3002594,1.142426,-0.1886572,-0.8791784,0.3082716,0.3105197,143.8189,-0.1984681,-0.924899,0.3243029,0.1171498,0.1188113,0.0126717,0.1673343,0.7179859,0.6919738,-0.03385211,-0.06725065,187.7122,0.719615,0.6935439,-0.03392892,-0.02603364,-0.1497384,-0.6073725,0.6260996,-0.6390314,-0.3280368,0.6828797,0.1330649,164.7065,-0.644765,-0.33098,0.6890067,-0.007018365,0.001666307,-0.0002593398,0.007218122,0.03773407,0.05701525,-0.0521232,0.9962975,9.864021,0.4389031,0.6631718,-0.60627
Off Target,1772953826630,14.72942,2,1,-0.09299701,1.098063,0.300798,1.142309,-0.1999381,-0.8806309,0.3061256,0.3013323,144.9247,-0.2096844,-0.9235587,0.3210482,0.1171498,0.1188113,0.0126717,0.1673343,0.7179859,0.6919738,-0.03385211,-0.06725065,187.7122,0.719615,0.6935439,-0.03392892,-0.02603364,-0.1497384,-0.6073725,0.6260996,-0.6390314,-0.3280368,0.6828797,0.1330649,164.7065,-0.644765,-0.33098,0.6890067,-0.007002987,0.00193727,-0.0007979572,0.007309691,0.04169414,0.06894043,-0.04436424,0.9957615,10.55445,0.4533207,0.7495566,-0.4823514
On Target,1772953827879,15.97851,2,1,-0.09732243,1.092358,0.2903458,1.134468,-0.1536892,-0.8977149,0.2458684,0.3317173,141.2539,-0.1629135,-0.9515954,0.2606254,0.1171498,0.1188113,0.0126717,0.1673343,0.7179859,0.6919738,-0.03385211,-0.06725065,187.7122,0.719615,0.6935439,-0.03392892,-0.02603364,-0.1497384,-0.6073725,0.6260996,-0.6390314,-0.3280368,0.6828797,0.1330649,164.7065,-0.644765,-0.33098,0.6890067,-0.002677567,0.007642388,0.009654194,0.01260075,-0.03862778,0.04924956,-0.0564141,0.9964437,9.667264,-0.45842,0.5844753,-0.6695014
Off Target,1772953828561,16.65931,2,1,-0.09906934,1.091361,0.2909863,1.133824,-0.1342113,-0.8944141,0.2488512,0.3465312,139.4494,-0.1430766,-0.9534941,0.2652889,0.1171498,0.1188113,0.0126717,0.1673343,0.7179859,0.6919738,-0.03385211,-0.06725065,187.7122,0.719615,0.6935439,-0.03392892,-0.02603364,-0.1497384,-0.6073725,0.6260996,-0.6390314,-0.3280368,0.6828797,0.1330649,164.7065,-0.644765,-0.33098,0.6890067,-0.0009306595,0.008639455,0.009013683,0.0125201,-0.04565933,0.02940587,-0.06965391,0.9960919,10.13441,-0.5169511,0.3329308,-0.7886158
